date,capacity,resistance,CCCT,CVCT,CVCT_ratio,capacity_diff,RUL,Target
2025/1/15,1.0948040555332583,0.0874469503760337,6489.313992611569,1959.5709962826804,0.2319324974666438,-0.000419167,502,0.7794007633199274
2025/1/16,1.0944448817959302,0.0868726819753646,6492.238834527612,1934.775282073388,0.2295920304989083,-0.000359174,501,0.7794356242667275
2025/1/17,1.0940442107208557,0.0875260159373283,6494.006025817071,1922.338226298627,0.228405370397651,-0.000400671,500,0.7794268956199938
2025/1/18,1.0934614215105336,0.0873680263757705,6493.727088454296,1911.6202167109004,0.2274290576352728,-0.000582789,499,0.7794357118928951
2025/1/19,1.0927332194072783,0.088097482919693,6489.351767718763,1905.245126950671,0.2269608833939961,-0.000728202,498,0.7794310565869689
2025/1/20,1.0888536787324268,0.086637258529663,6486.415079302707,1900.4328551335784,0.2265967941698843,-0.003879541,497,0.7794298234881514
2025/1/21,1.0883814134478704,0.086637258529663,6482.556866845087,1898.2456238602167,0.2264992673393101,-0.000472265,496,0.7794208829449187
2025/1/22,1.0879949624513223,0.0859051570296287,6479.27651738486,1887.777286718076,0.2256203116313618,-0.000386451,495,0.7794677494185519
2025/1/23,1.0876290188457574,0.0873680263757705,6477.37135720448,1880.7000902368163,0.2250160341489502,-0.000365944,494,0.7794606650862597
2025/1/24,1.0872335492167664,0.0850178673863411,6476.982651224593,1870.512688431947,0.2240807107187807,-0.00039547,493,0.7794426158211041
2025/1/25,1.086799750378054,0.0865590572357177,6472.948504800443,1871.0752651812509,0.2242413632512166,-0.000433799,492,0.7794423698919546
2025/1/26,1.086397688089526,0.0865590572357177,6467.857551779074,1870.762968171039,0.224349215040455,-0.000402062,491,0.7794686025386475
2025/1/27,1.0764608398671511,0.0873680263757705,6462.951588027936,1843.5745287944449,0.2219429040331116,-0.009936848,490,0.77019537801757
2025/1/28,1.0682813219671374,0.0898760333657264,6327.288715652481,2020.8462157335016,0.2420715803401604,-0.008179518,489,0.7701343845627799
2025/1/29,1.061871030040747,0.0897949114441871,6286.111989992263,2028.8926307454824,0.2440037887273561,-0.006410292,488,0.7792971313022784
2025/1/30,1.060449954213002,0.0899572893977165,6254.017459041032,2053.2353065385832,0.2471617711027148,-0.001421076,487,0.7701416485284811
2025/1/31,1.0590703515513098,0.0914128422737121,6235.032732691499,2054.46941855544,0.2478399041426629,-0.001379603,486,0.77011279547929
2025/2/1,1.068431631526196,0.0882566422224044,6243.658904019627,1999.0204682351325,0.2425207117680602,0.0093612799748861,485,0.7793606185776552
2025/2/2,1.069764576241007,0.0889859497547149,6331.608342632069,1931.7264370233752,0.2337708066456823,0.0013329447148111,484,0.7702203509732761
2025/2/3,1.0612467360899798,0.0865590572357177,6351.00299833162,1917.0713653856656,0.2318643109692303,-0.00851784,483,0.7610030768164385
2025/2/4,1.0528038388294765,0.0906857252120971,6234.5964006727445,2050.5947201398667,0.2475011970440513,-0.008442897,482,0.7701233990531131
2025/2/5,1.0514969839157156,0.0898760333657264,6191.328954363591,2066.250256638857,0.2502246970741464,-0.001306855,481,0.7609526495608641
2025/2/6,1.0507885373892558,0.0892275422811508,6177.4851812312845,2067.547145640361,0.2507627700745275,-0.000708447,480,0.7701141213651713
2025/2/7,1.049771042431389,0.0906038731336593,6165.953764377278,2072.078001702728,0.2515258572119719,-0.001017495,479,0.7701082175631812
2025/2/8,1.05916552576209,0.0906857252120971,6173.891699363769,2017.800446,0.2463227877919777,0.0093944833307009,478,0.7701634389550223
2025/2/9,1.0604562774048465,0.0889859497547149,6266.0761796680745,1950.49085194408,0.2373851323113198,0.0012907516427564,477,0.7610491559755346
2025/2/10,1.057632133197537,0.0881769880652427,6286.531358332199,1932.492117860704,0.2351242971209817,-0.002824144,476,0.7518524690392808
2025/2/11,1.0482737033997178,0.0893083661794662,6186.923483128718,2074.296834065753,0.2510884293629623,-0.00935843,475,0.770108295834119
2025/2/12,1.043392804566336,0.0906857252120971,6137.297759325593,2071.2810288812034,0.2523312600540544,-0.004880899,474,0.7700842473475394
2025/2/13,1.042916763731058,0.0899572893977165,6133.345060398686,2067.8906141695334,0.2521437861592002,-0.000476041,473,0.7701128354165669
2025/2/14,1.0420172556913927,0.0907677188515663,6126.939105487778,2072.2812699999195,0.2527412577170373,-0.000899508,472,0.7609174783717304
2025/2/15,1.0497244102947476,0.0899572893977165,6106.9225479075685,2107.015414299909,0.2565170840094406,0.0077071546033549,471,0.7609897042853163
2025/2/16,1.0519062232518257,0.0889859497547149,6201.511471329024,1969.880706718308,0.2410703909194869,0.002181812957078,470,0.7610206133628586
2025/2/17,1.056326663309842,0.0881769880652427,6229.515003567794,1947.444561997196,0.2381624302263058,0.0044204400580163,469,0.7518876408918413
2025/2/18,1.0414672148233903,0.0906038731336593,6187.191529106814,2057.422642087098,0.2495474741893422,-0.014859448,468,0.7609331551777244
2025/2/19,1.0410028838709957,0.0906038731336593,6111.017508413992,2061.141000505537,0.252215005161231,-0.000464331,467,0.7609406478711894
2025/2/20,1.0404851130044386,0.0906038731336593,6102.2207922455855,2065.547244781977,0.252890047246454,-0.000517771,466,0.7609250204018954
2025/2/21,1.0392121440794764,0.0898760333657264,6094.986453297082,2066.4844508729875,0.253200002197781,-0.001272969,465,0.7609236861230657
2025/2/22,1.0869982407359575,0.0883364379405975,6108.456892300811,2071.7346165863382,0.2532623611972358,0.0477860966564811,464,0.7793211776180851
2025/2/23,1.0806073900944038,0.0897949114441871,6386.261925652396,2111.2959573702938,0.248459143960462,-0.006390851,463,0.7884477785249362
2025/2/24,1.08674940553732,0.0881769880652427,6410.006132942872,2003.9732924369127,0.2381718793359729,0.0061420154429161,462,0.7701939103196787
2025/2/25,1.086558905233767,0.0865590572357177,6435.729880286242,1973.2719138549287,0.2346618495467288,-0.0001905,461,0.7793981980115053
2025/2/26,1.0774217859911135,0.0889859497547149,6394.77398659235,2045.017110796136,0.2423066029950579,-0.009137119,460,0.7793121726736625
2025/2/27,1.0701682589269284,0.0897949114441871,6318.795220529239,2107.9995220541896,0.2501543690629794,-0.007253527,459,0.7701339848434936
2025/2/28,1.06872401501102,0.0889859497547149,6288.874450358606,2090.984102247516,0.2495249876977009,-0.001444244,458,0.7793046275665634
2025/3/1,1.0599737580294928,0.0914954170584678,6232.514195927943,2175.793751027566,0.258767134214605,-0.008750257,457,0.7792226882117386
2025/3/2,1.0609021876744713,0.0884964689612388,6205.437336838746,2127.531194241033,0.2553149200439077,0.0009284296449785,456,0.7700996925421075
2025/3/3,1.0596781797908184,0.0914954170584678,6215.8316374040005,2127.2813749344787,0.2549745366973311,-0.001224008,455,0.7792823409071941
2025/3/4,1.051177012969059,0.0923051163554191,6183.54951416995,2163.231578538427,0.2591695594398892,-0.008501167,454,0.7792392635094579
2025/3/5,1.0501143867903668,0.0939245000481605,6113.902747352258,2208.074383120227,0.2653305036173372,-0.001062626,453,0.7792211384529845
2025/3/6,1.0443456535569908,0.0923051163554191,6109.012407365284,2189.605822634883,0.2638518560498762,-0.005768733,452,0.7700549609604539
2025/3/7,1.0435796836723814,0.0914954170584678,6101.215659821406,2174.044057773601,0.2627161118763571,-0.00076597,451,0.7700548551466606
2025/3/8,1.041433869950444,0.0924721807241439,6077.325565069477,2212.699186372978,0.266911047037341,-0.002145814,450,0.7792195737881069
2025/3/9,1.0423264380827937,0.0915781408548355,6059.01455916866,2192.731787716708,0.2657294220567452,0.0008925681323497,449,0.7700609840599271
2025/3/10,1.0419557832376922,0.0923051163554191,6080.251493287884,2174.216996159288,0.2633987880550868,-0.000370655,448,0.7700887240348894
2025/3/11,1.034641962547191,0.0930307656526565,6076.049144195917,2160.1384848371963,0.2622740741386905,-0.007313821,447,0.7608824996684291
2025/3/12,1.033443463109441,0.0939245000481605,6013.43564979214,2237.167409263028,0.2711519864972417,-0.001198499,446,0.7700384339724975
2025/3/13,1.0329174497809583,0.0931989923119545,6013.013924893952,2215.6678237607703,0.2692615769376427,-0.000526013,445,0.7700309093602569
2025/3/14,1.032427234234721,0.0923051163554191,6006.59210212066,2202.0586039124755,0.2682607267347875,-0.000490216,444,0.7700351993203776
2025/3/15,1.0256944892123414,0.0931989923119545,5993.264516917523,2219.355304517376,0.2702371901746711,-0.006732745,443,0.7608797387229107
2025/3/16,1.0320833299509304,0.0923051163554191,5975.3742557470105,2201.278789179225,0.2692151393833641,0.006388840738589,442,0.7609072032980821
2025/3/17,1.0319108981369152,0.0914954170584678,6010.237528229249,2175.638961915509,0.2657795978884889,-0.000172432,441,0.7609161647923036
2025/3/18,1.0313844850644611,0.0923885703086853,6003.659347664157,2174.701491866668,0.2659092126817219,-0.000526413,440,0.7609117393702647
2025/3/19,1.030364005884403,0.0914954170584678,5994.659453167929,2175.701443348429,0.2662919632198983,-0.001020479,439,0.7609131914753142
2025/3/20,1.025377354176111,0.0915781408548355,5986.675153085322,2174.7326732452493,0.2664653843457085,-0.004986652,438,0.751750284396006
2025/3/21,1.0253169236935855,0.0931148082017898,5980.737662341562,2167.592598336574,0.2660167824562597,-6.04E-05,437,0.7609106057221681
2025/3/22,1.024726663592637,0.0914954170584678,5980.801456756832,2167.014709174051,0.2659626414050876,-0.00059026,436,0.7517639821601638
2025/3/23,1.0236789219894171,0.0923051163554191,5966.659981759905,2177.7016013225075,0.2673876373374754,-0.001047742,435,0.7517455199071479
2025/3/24,1.0230800493568315,0.0908498615026474,5955.191327093635,2181.3107919611502,0.2680895008744313,-0.000598873,434,0.7609284634103308
2025/3/25,1.022644747838547,0.0916610211133956,5946.269375725591,2185.216945382359,0.2687352421303235,-0.000435302,433,0.76092850210086
2025/3/26,1.022090350109911,0.0939245000481605,5937.488228008733,2190.1699283248745,0.2694712162098192,-0.000554398,432,0.7609164504249266
2025/3/27,1.0215154565915765,0.0916610211133956,5930.285094463441,2190.3729960570927,0.2697285086554715,-0.000574894,431,0.7609104087866884
2025/3/28,1.0166036774510112,0.0923051163554191,5924.003911427804,2188.873014200712,0.2698023197277995,-0.004911779,430,0.7517487180253319
2025/3/29,1.0210170534761072,0.090120255947113,5921.488714723615,2190.8421270909603,0.2700632123875399,0.0044133760250959,429,0.7609526622027099
2025/3/30,1.0157504618642084,0.0931148082017898,5919.207768303284,2190.9199009574368,0.2701461666579597,-0.005266592,428,0.7517512384268599
2025/3/31,1.01513351153089,0.0922218039631843,5908.847746035084,2189.779097724648,0.2703889362938049,-0.00061695,427,0.7517502345046406
2025/4/1,1.0147884828970244,0.0923051163554191,5898.972967067559,2195.16986017843,0.2712047349583688,-0.000345029,426,0.7517532224947056
2025/4/2,1.0055391697840463,0.0940094217658042,5865.033879448311,2265.869747140561,0.2786737921392819,-0.009249313,425,0.7425348780439612
2025/4/3,1.004114977866715,0.0925559401512146,5789.656191381568,2299.290832243045,0.2842509445948559,-0.001424192,424,0.7516666168956341
2025/4/4,0.998737578636572,0.0947341993451118,5772.656678715372,2313.0248866475304,0.2860643061378978,-0.005377399,423,0.7516831826277883
2025/4/5,0.9978437616368124,0.0962666198611259,5758.641031324631,2315.228172629082,0.2867557194876692,-0.000893817,422,0.7516922163995335
2025/4/6,1.016196169483176,0.0923051163554191,1800.9074669278923,0,0,0.0183524078463636,421,0.7517056927428845
2025/4/7,1.0155185431841671,0.0923051163554191,3954.826842453664,2218.207348359174,0.3593382572966261,-0.000677626,420,0.7517134499640834
2025/4/8,1.0142635942717386,0.0938397273421287,5913.553310279891,2217.3482023686083,0.272706316626672,-0.001254949,419,0.7517269256461088
2025/4/9,1.022954002532552,0.0906857252120971,5899.742219632859,2214.8172691850014,0.2729436234015038,0.0086904082608134,418,0.742640774866148
2025/4/10,1.0230958794828395,0.0906038731336593,5925.887393594392,2124.320943152721,0.2638839709844212,0.0001418769502874,417,0.7426280610837769
2025/4/11,1.0136374509856283,0.0931148082017898,5979.937105209923,2106.0251941434617,0.2604544909035595,-0.009458428,416,0.7517497466167249
2025/4/12,1.0421101009645464,0.0907677188515663,5866.305091983057,2224.5673760417267,0.2749477741533118,0.028472649978918,415,0.7425711776928903
2025/4/13,1.0415623741167763,0.0914128422737121,5227.063339042841,2176.2397062679547,0.293955237675482,-0.000547727,414,0.7609219292771452
2025/4/14,1.04968097005276,0.0881769880652427,6070.661371190396,2208.9732365203927,0.2667959808834058,0.0081185959359837,413,0.751819975552373
2025/4/15,1.0502189671304398,0.0874469503760337,6128.184130276728,2069.275288600398,0.2524288542173526,0.0005379970776797,412,0.7610090688595693
2025/4/16,1.0345139422619067,0.0892275422811508,6171.219154387676,2043.7610565719808,0.2487846597421362,-0.015705025,411,0.7517343242563445
2025/4/17,1.0342058576064643,0.0915781408548355,6110.982640562033,2192.4248894502016,0.2640391768711575,-0.000308085,410,0.7608959262504437
2025/4/18,1.0346718461028606,0.0907677188515663,6011.927361486174,2228.160316353504,0.2704049281351416,0.0004659884963962,409,0.7609031084897571
2025/4/19,1.0333621484101558,0.0908498615026474,6017.8336397102685,2179.8800540811644,0.2659131723192656,-0.001309698,408,0.760932386866991
2025/4/20,1.0323499563117997,0.0923051163554191,6018.834502603029,2195.864448744367,0.2673091809875997,-0.001012192,407,0.7608793125476507
2025/4/21,1.041169381175602,0.090522177517414,5978.271291262019,2251.784887231959,0.2736050445337317,0.0088194248638022,406,0.7609832098875348
2025/4/22,1.041413811262639,0.0890663415193557,6033.135473301038,2108.6961502458144,0.2589953032370861,0.000244430087037,405,0.7609986645629547
2025/4/23,1.0316781253648284,0.0922218039631843,6097.2500466148485,2073.416496838254,0.2537634458353482,-0.009735686,404,0.7609204982038301
2025/4/24,1.0251245508578273,0.0892275422811508,6068.611488131923,2138.740838314494,0.2605884033298856,-0.006553575,403,0.7517221892949988
2025/4/25,1.023763200472524,0.0923885703086853,5959.597230473388,2238.363492155011,0.2730390603088124,-0.00136135,402,0.7608990748805626
2025/4/26,1.0230338283265104,0.0915781408548355,5938.75725728416,2230.801351172762,0.2730626534539446,-0.000729372,401,0.7609171087661752
2025/4/27,1.0168249863240748,0.0923051163554191,5923.710362439713,2233.7859538301127,0.2738322969726519,-0.006208842,400,0.7518157855816514
2025/4/28,1.030891669898717,0.0914954170584678,5911.022909580468,2245.832352319063,0.2753306611690525,0.0140666835746421,399,0.7518771162539422
2025/4/29,1.031329276795845,0.0906038731336593,5924.2426858758845,2169.2577521562635,0.2680246660595346,0.0004376068971281,398,0.7427294031575256
2025/4/30,1.021634638883802,0.0898760333657264,6017.750367785775,2094.7913591780525,0.258216404880304,-0.009694638,397,0.7426710682737794
2025/5/1,1.0136929867956737,0.09375511854887,6029.065611620143,2060.526604203187,0.254713284579756,-0.007941652,396,0.7517977495662143
2025/5/2,1.0140506899752453,0.0923051163554191,5871.914759531326,2271.035074044805,0.2788958694895258,0.0003577031795716,395,0.7517538522103021
2025/5/3,1.0074247388475122,0.0923051163554191,5850.680031598487,0,0,-0.006625951,394,0.7425443077282124
2025/5/4,1.0144954747798272,0.0946486890316009,5853.492371391272,2286.285049905768,0.2808780795312531,0.0070707359323149,393,0.7517693473143247
2025/5/5,1.0212361163830534,0.090522177517414,5805.038970573456,2298.4409057821613,0.2836362822950379,0.0067406416032262,392,0.7426311950343583
2025/5/6,1.021451952124413,0.0906038731336593,5914.607514200092,2134.336584529432,0.2651697611946794,0.0002158357413595,391,0.7426597803044938
2025/5/7,1.0213081491896403,0.0891468673944473,5945.25112026016,2108.728398968582,0.2618244054301389,-0.000143803,390,0.7426430851197988
2025/5/8,1.0210868709973369,0.0897949114441871,5950.26782607974,2100.478803539183,0.260904845248944,-0.000221278,389,0.7426765374168212
2025/5/9,1.020821496166261,0.0904406234622001,5951.237698184734,2088.7606820702204,0.2597961570738505,-0.000265375,388,0.7426950508209483
2025/5/10,1.0209851531120748,0.0891468673944473,5952.316882058687,2080.1986033745925,0.258972249371566,0.0001636569458138,387,0.7335378046299401
2025/5/11,1.0207928623759874,0.0897949114441871,5954.506128915702,2072.324316382816,0.2581746718714632,-0.000192291,386,0.7335228612514026
2025/5/12,1.0204963318712656,0.0884163826704025,5959.116835248016,2062.012159247068,0.257072559319546,-0.000296531,385,0.7335269661506704
2025/5/13,1.01999324637743,0.0891468673944473,5960.992806530907,2052.4505213980447,0.256125917087941,-0.000503085,384,0.7335409995563933
2025/5/14,1.0159808094811242,0.0898760333657264,5956.742932386231,2056.9812383145327,0.2566823108081419,-0.004012437,383,0.7335413581608955
2025/5/15,1.0156879607474751,0.0889859497547149,5952.2588613249245,2057.715843867976,0.25689417502579,-0.000292849,382,0.7335245863140565
2025/5/16,1.0155568332898597,0.0889859497547149,5949.64977514965,2056.2163155344897,0.2568387095466364,-0.000131127,381,0.7335246144550055
2025/5/17,1.0155082828458015,0.0875260159373283,5947.634327898093,2048.3880248265923,0.2561758752623538,-4.86E-05,380,0.7335517723217109
2025/5/18,1.0154827340879051,0.0897949114441871,5948.213296046713,2052.02888550004,0.2564958458674189,-2.55E-05,379,0.733552159703213
2025/5/19,1.0159299792398837,0.0883364379405975,5948.354548750212,2050.5916947557707,0.2563577291722096,0.0004472451519785,378,0.7335644221957924
2025/5/20,1.0199768808763243,0.0890663415193557,5949.183649818937,2038.5607254002823,0.2552110620520871,0.0040469016364406,377,0.7335944488565475
2025/5/21,0.9974043010955368,0.0915781408548355,5963.499097298249,0,0,-0.02257258,376,0.7334322579075429
2025/5/22,0.998209455084404,0.0923051163554191,5892.125757190806,2223.006109354901,0.2739334549225443,0.0008051539888671,375,0.7334625570299154
2025/5/23,0.9965402093647884,0.0908498615026474,5758.854571924137,2238.2237770095235,0.2798801861567319,-0.001669246,374,0.733444163478965
2025/5/24,0.9960214937045304,0.0931148082017898,5765.964251432975,2240.4268760936684,0.279829806014709,-0.000518716,373,0.7426045549664213
2025/5/25,0.9946042077873744,0.0931989923119545,5742.838513047202,2253.395243724517,0.2818070747139175,-0.001417286,372,0.7334018371485654
2025/5/26,1.004795305155153,0.0907677188515663,5714.400234308327,2305.1752539211884,0.2874435507595805,0.0101910973677786,371,0.7335010482856952
2025/5/27,1.0053419057335808,0.0891468673944473,5768.484448031522,2151.74337631464,0.2716769547588453,0.0005466005784278,370,0.7335227064353551
2025/5/28,0.9892254453768154,0.0900387018918991,5848.16055038583,2115.9947109912755,0.2656897864928605,-0.01611646,369,0.733400388283529
2025/5/29,0.98783034801796,0.0931148082017898,5819.911796028959,2187.28727033257,0.2731650920883716,-0.001395097,368,0.733380888881573
2025/5/30,0.9952966605341488,0.0931989923119545,5680.759231259115,2302.2377455083188,0.2883926615791563,0.0074663125161887,367,0.7334020071826552
2025/5/31,1.0047639526301664,0.0914128422737121,5750.338148701565,0,0,0.0094672920960175,366,0.7335266647906639
2025/6/1,1.0049595061933825,0.0898760333657264,5846.326986859123,2190.071260670673,0.2725190058051006,0.000195553563216,365,0.7243414227406288
2025/6/2,0.9888022696116784,0.0923885703086853,5844.519776839887,2141.229004449953,0.2681312752370488,-0.016157237,364,0.7334171742845255
2025/6/3,0.9940255990048956,0.0917440429329872,5770.652510428707,2296.3165521285846,0.2846566702216451,0.0052233293932172,363,0.7334337865392966
2025/6/4,0.994377145851068,0.0931148082017898,5685.322498556401,2311.441137340131,0.2890470748646794,0.0003515468461723,362,0.733436911793555
2025/6/5,0.9938228623649809,0.0931148082017898,5710.47983126418,2268.192080746172,0.2842819087888357,-0.000554283,361,0.7334259582721292
2025/6/6,0.9946040130171476,0.0923885703086853,5710.573580576878,2272.0985465658305,0.284628819820901,0.0007811506521667,360,0.7425986793385814
2025/6/7,1.002917399636447,0.0906857252120971,5702.245335490894,2278.9733689451823,0.2855420272694063,0.0083133866192994,359,0.7335213610685225
2025/6/8,1.003949832890729,0.0907677188515663,5764.564688929662,2169.087474627435,0.2734033998353303,0.0010324332542819,358,0.7243577504018992
2025/6/9,0.9891224077913174,0.0915781408548355,5827.021256395761,2124.995184698332,0.2672272121718552,-0.014827425,357,0.733453619427526
2025/6/10,0.9883696080131972,0.0932833403348922,5803.662790340881,2199.037610664702,0.2747869469645997,-0.0007528,356,0.733433329256068
2025/6/11,0.9872901233124124,0.0931148082017898,5693.307966232242,0,0,-0.001079485,355,0.7242581254724073
2025/6/12,0.988344278561296,0.0938397273421287,5719.823863656551,2315.2853516053583,0.2881460960365913,0.0010541552488836,354,0.7334294662252959
2025/6/13,0.996608938780608,0.0923051163554191,5675.777590447309,2283.9890345782333,0.2869417084914727,0.0082646602193119,353,0.7335205805618201
2025/6/14,1.0028028350588285,0.0899572893977165,5679.9485929462535,2311.3176434804627,0.289230464246673,0.0061938962782205,352,0.7243100266015818
2025/6/15,1.0033508922657144,0.0906038731336593,5808.864203342964,2130.0418534950586,0.2683042018944648,0.0005480572068858,351,0.724314822261806
2025/6/16,0.98706929083246,0.0923885703086853,5836.0245008941565,2101.8712854933983,0.2647894784783935,-0.016281601,350,0.7333963632863625
2025/6/17,0.9887449288432122,0.0923051163554191,5766.264956338709,2256.443045616965,0.2812570325464815,0.0016756380107522,349,0.7333857713505094
2025/6/18,0.9951140079029388,0.0938397273421287,5681.620999044157,2264.958426848578,0.2850230653290334,0.0063690790597266,348,0.7426356110437746
2025/6/19,1.0035062231112295,0.0891468673944473,5802.08633477526,0,0,0.0083922152082906,347,0.7243809716138931
2025/6/20,1.0036968849837669,0.0913304165005683,5867.121766503289,2084.560744389717,0.262153417409973,0.0001906618725373,346,0.7243876084968706
2025/6/21,1.0038726042341812,0.0906857252120971,5846.888201286667,2069.717190896452,0.2614399844837659,0.0001757192504143,345,0.7243801772624894
2025/6/22,1.004058066940849,0.0897949114441871,5851.389123927045,2063.2485961738857,0.2606876864286309,0.0001854627066677,344,0.7244071850600546
2025/6/23,1.0042544271517968,0.0899572893977165,5854.40592467587,2060.842737019353,0.2603636127052487,0.0001963602109478,343,0.724419577910299
2025/6/24,1.0044062991518028,0.0906038731336593,5858.812745262985,2058.108791600971,0.2599632675425286,0.0001518720000059,342,0.7244166559229368
2025/6/25,1.005054048345979,0.0890663415193557,5862.829043335863,2047.531083188369,0.2588417025822619,0.000647749194176,341,0.7244078535573543
2025/6/26,1.005266705104192,0.0889859497547149,5868.4081110772095,2047.906311761646,0.2586944128764468,0.000212656758213,340,0.7244288052683522
2025/6/27,1.0053708950329323,0.0897949114441871,5880.30087944679,2029.0165232082943,0.2565349726042316,0.0001041899287403,339,0.7244230784033387
2025/6/28,1.0053999395344748,0.0890663415193557,5883.254240720882,2025.782275759149,0.2561351526874397,2.9044501542507817e-05,338,0.7244017608032178
2025/6/29,1.0057002734307583,0.0883364379405975,5883.942039773159,2026.2354636557284,0.2561554987580746,0.0003003338962834,337,0.7244110641314354
2025/6/30,1.005801998591239,0.0883364379405975,5886.239205036021,2030.141334214597,0.2564481740296399,0.0001017251604806,336,0.7244198691071484
2025/7/1,1.0058555735209311,0.0889859497547149,5890.333426176803,2022.860675871256,0.2556313733474208,5.357492969215727e-05,335,0.7244214520571344
2025/7/2,1.005880827322872,0.0898760333657264,5892.505328574276,2015.2202934112863,0.2548419595905607,2.525380194096094e-05,334,0.7244006599224706
2025/7/3,1.006019950480692,0.0889859497547149,5892.896585356444,2015.5173107371663,0.2548573376682698,0.0001391231578198,333,0.7244847609023486
2025/7/4,1.0059863017913575,0.0898760333657264,5896.600648543157,2007.7674663984217,0.2540073333127225,-3.36E-05,332,0.7244740086839163
2025/7/5,1.0059876019858538,0.0882566422224044,5900.42875703075,2009.142571582576,0.2540140910436432,1.300194496289819e-06,331,0.7244773133568263
2025/7/6,1.00596961266207,0.0889859497547149,5899.819447129557,2013.830029373348,0.2544755154183646,-1.80E-05,330,0.7244803253795269
2025/7/7,0.9963309572331708,0.0906857252120971,5900.397879626078,2006.986525625165,0.2538116806731108,-0.009638655,329,0.7244086530146472
2025/7/8,0.9948217445466202,0.0923051163554191,5892.288611961354,2024.184261078656,0.2556926921296135,-0.001509213,328,0.7335550752546296
2025/7/9,0.994521028049694,0.0931148082017898,5752.640829832933,2199.272977927525,0.2765715312182085,-0.000300716,327,0.733529165117217
2025/7/10,0.9883843457319412,0.0931148082017898,5750.766375541687,2172.8359216529643,0.2742232434384365,-0.006136682,326,0.7242861034987547
2025/7/11,0.987131132814282,0.0923051163554191,5732.875847982476,2206.6165299482527,0.2779291703940603,-0.001253213,325,0.7334566216094796
2025/7/12,0.9961886673958846,0.0929468795657157,5694.248397132498,2238.084021127433,0.2821470285304039,0.0090575345816026,324,0.7243370002442804
2025/7/13,1.0016267542892396,0.0898760333657264,5679.700381637667,2244.4613477205858,0.2832427484922567,0.005438086893355,323,0.7243750928851778
2025/7/14,0.9973176445996303,0.0914954170584678,5799.525302635157,2101.106591955758,0.2659415879626361,-0.00430911,322,0.7243557347243539
2025/7/15,0.98689663545329,0.0939245000481605,5825.638413797948,2074.045470473124,0.2625479070881205,-0.010421009,321,0.7334474134095406
2025/7/16,1.0267217395243768,0.0931989923119545,5740.6256187928375,2235.881293124403,0.2803083251622212,0.0398251040710868,320,0.7425377299172154
2025/7/17,1.032906028770985,0.0914954170584678,6134.931065170502,2442.7885872917886,0.2847829826882451,0.0061842892466081,319,0.7609332103008879
2025/7/18,1.0343203106750487,0.0906857252120971,5925.965098604598,2415.882547025664,0.2896100060387921,0.0014142819040636,318,0.7517851602791898
2025/7/19,1.0348239152996808,0.0913304165005683,6003.175641404345,2239.38875333099,0.2716859275932773,0.000503604624632,317,0.7518154741426268
2025/7/20,1.034883663790742,0.0891468673944473,6020.64617086931,2213.7802801863872,0.2688445022060485,5.974849106116231e-05,316,0.7518155668652726
2025/7/21,1.0347292723028745,0.092138648033142,6029.272256193122,2201.015231507372,0.2674287179878726,-0.000154391,315,0.7518425400613382
2025/7/22,1.034700332868783,0.0891468673944473,6032.507700821661,2180.3439852864103,0.2654795275281097,-2.89E-05,314,0.7518489594966193
